# Data from [Minesi2022](https://doi.org/10.1088/1361-6595/ac5cd4)
# Data from Fig.3 of the paper, anode configuration, provided by the authors.
# Time [s];Voltage [kV];Current [A];Energy [J]
7.124E-7;-0.0591214;0.0524746;0.00201197
7.128E-7;-0.0615703;0.0349831;0.00201197
7.132E-7;-0.0650686;0.0249879;0.00201197
7.136E-7;-0.0650686;0.0324843;0.00201197
7.14E-7;-0.0636692;0.0399806;0.00201197
7.144E-7;-0.0622699;0.047477;0.00201197
7.148E-7;-0.0594713;0.0399806;0.00201197
7.152E-7;-0.0577221;0.0349831;0.00201197
7.156E-7;-0.055973;0.0324843;0.00201197
7.16E-7;-0.051775;0.0424794;0.00201197
7.164E-7;-0.0486265;0.0574722;0.00201197
7.168E-7;-0.0437289;0.0799613;0.00201197
7.172E-7;-0.0360326;0.094954;0.00201197
7.176E-7;-0.0293858;0.0974528;0.00201197
7.18E-7;-0.0220394;0.0924552;0.00201197
7.184E-7;-0.0160922;0.0899564;0.00201197
7.188E-7;-0.00874578;0.0899564;0.00201197
7.192E-7;-0.00314848;0.0974528;0.00201197
7.196E-7;0.00279865;0.10245;0.00201197
7.2E-7;0.00979527;0.094954;0.00201197
7.204E-7;0.0164421;0.0874576;0.00201203
7.208E-7;0.0223892;0.0824601;0.00201203
7.212E-7;0.0283363;0.0749637;0.00201203
7.216E-7;0.0349831;0.0724649;0.00201203
7.22E-7;0.0398807;0.0724649;0.00201203
7.224E-7;0.0437289;0.0674673;0.00201203
7.228E-7;0.0482767;0.0674673;0.00201203
7.232E-7;0.051775;0.0799613;0.00201203
7.236E-7;0.0563228;0.0924552;0.00201203
7.24E-7;0.0598211;0.107448;0.00201203
7.244E-7;0.0633194;0.104949;0.00201203
7.248E-7;0.0671676;0.0999516;0.00201203
7.252E-7;0.0696164;0.0924552;0.00201203
7.256E-7;0.070316;0.0924552;0.00201203
7.26E-7;0.070316;0.104949;0.00201203
7.264E-7;0.070316;0.122441;0.00201203
7.268E-7;0.0696164;0.127438;0.00201203
7.272E-7;0.0696164;0.119942;0.00201203
7.276E-7;0.068217;0.10245;0.00201203
7.28E-7;0.0661181;0.0999516;0.00201203
7.284E-7;0.0650686;0.10245;0.00201203
7.288E-7;0.0622699;0.114944;0.00201203
7.292E-7;0.0605208;0.117443;0.00201203
7.296E-7;0.0563228;0.117443;0.00201203
7.3E-7;0.0524746;0.112446;0.00201203
7.304E-7;0.0468774;0.107448;0.00201203
7.308E-7;0.0405804;0.107448;0.00201203
7.312E-7;0.0339336;0.109947;0.00201203
7.316E-7;0.0297356;0.109947;0.00201203
7.32E-7;0.0230888;0.094954;0.00201203
7.324E-7;0.0167919;0.0849589;0.00201203
7.328E-7;0.0104949;0.0774625;0.00201203
7.332E-7;0.00384814;0.0749637;0.00201203
7.336E-7;-0.00104949;0.0824601;0.00201203
7.34E-7;-0.00734645;0.0724649;0.00201203
7.344E-7;-0.0122441;0.0699661;0.00201203
7.348E-7;-0.0171417;0.0499758;0.00201203
7.352E-7;-0.0223892;0.0374818;0.00201203
7.356E-7;-0.0279865;0.0274867;0.00201203
7.36E-7;-0.0332339;0.0374818;0.00201203
7.364E-7;-0.0374319;0.0399806;0.00201203
7.368E-7;-0.0395309;0.0499758;0.00201203
7.372E-7;-0.0440787;0.047477;0.00201203
7.376E-7;-0.047577;0.047477;0.00201203
7.38E-7;-0.0500258;0.0449782;0.00201203
7.384E-7;-0.0514252;0.0524746;0.00201203
7.388E-7;-0.0510753;0.0624697;0.00201203
7.392E-7;-0.053874;0.0699661;0.00201203
7.396E-7;-0.0542238;0.0674673;0.00201203
7.4E-7;-0.0545736;0.059971;0.00201203
7.404E-7;-0.0545736;0.0449782;0.00201203
7.408E-7;-0.0549235;0.0349831;0.00201203
7.412E-7;-0.0545736;0.0249879;0.00201203
7.416E-7;-0.0549235;0.0149927;0.00201203
7.42E-7;-0.0549235;0.00999516;0.00201203
7.424E-7;-0.053874;0.00749637;0.00201203
7.428E-7;-0.0514252;0;0.00201203
7.432E-7;-0.0486265;-0.00749637;0.00201203
7.436E-7;-0.0458279;-0.0149927;0.00201203
7.44E-7;-0.0412801;-0.0149927;0.00201203
7.444E-7;-0.0356828;-0.0174915;0.00201203
7.448E-7;-0.031135;-0.00999516;0.00201203
7.452E-7;-0.024838;-0.00249879;0.00201203
7.456E-7;-0.018541;0.00249879;0.00201203
7.46E-7;-0.0111946;0.00249879;0.00201203
7.464E-7;-0.00349831;0.00249879;0.00201203
7.468E-7;0.00384814;0.00499758;0.00201203
7.472E-7;0.0136434;0.0199903;0.00201203
7.476E-7;0.0216895;0.0374818;0.00201203
7.48E-7;0.029036;0.0499758;0.00201203
7.484E-7;0.0377817;0.0524746;0.00201203
7.488E-7;0.0465275;0.0524746;0.00201203
7.492E-7;0.0528245;0.0449782;0.00201203
7.496E-7;0.0577221;0.0499758;0.00201203
7.5E-7;0.0626197;0.0549734;0.00201203
7.504E-7;0.0654184;0.0749637;0.00201203
7.508E-7;0.0692665;0.0849589;0.00201203
7.512E-7;0.0720652;0.0824601;0.00201203
7.516E-7;0.0734645;0.0774625;0.00201203
7.52E-7;0.0727648;0.0799613;0.00201203
7.524E-7;0.0713655;0.0874576;0.00201203
7.528E-7;0.0689167;0.0899564;0.00201203
7.532E-7;0.0650686;0.0999516;0.00201203
7.536E-7;0.0619201;0.109947;0.00201203
7.54E-7;0.0580719;0.109947;0.00201203
7.544E-7;0.0531743;0.104949;0.00201203
7.548E-7;0.0493262;0.094954;0.00201203
7.552E-7;0.0444285;0.0999516;0.00201203
7.556E-7;0.0391811;0.0974528;0.00201203
7.56E-7;0.0342834;0.0899564;0.00201203
7.564E-7;0.0283363;0.0799613;0.00201203
7.568E-7;0.022739;0.0799613;0.00201203
7.572E-7;0.0167919;0.0799613;0.00201203
7.576E-7;0.0118943;0.0849589;0.00201203
7.58E-7;0.00699662;0.0849589;0.00201203
7.584E-7;0.00279865;0.0874576;0.00201203
7.588E-7;-0.00139932;0.0824601;0.00201203
7.592E-7;-0.00734645;0.0774625;0.00201203
7.596E-7;-0.0111946;0.0799613;0.00201203
7.6E-7;-0.0150427;0.094954;0.00201203
7.604E-7;-0.0192407;0.104949;0.00201203
7.608E-7;-0.022739;0.10245;0.00201203
7.612E-7;-0.0258875;0.0999516;0.00201203
7.616E-7;-0.0279865;0.0974528;0.00201203
7.62E-7;-0.0300855;0.094954;0.00201203
7.624E-7;-0.0328841;0.0999516;0.00201203
7.628E-7;-0.0346333;0.0924552;0.00201203
7.632E-7;-0.0367323;0.0874576;0.00201203
7.636E-7;-0.0381316;0.0774625;0.00201203
7.64E-7;-0.0405804;0.0649685;0.00201203
7.644E-7;-0.0430292;0.059971;0.00201203
7.648E-7;-0.0444285;0.0624697;0.00201203
7.652E-7;-0.0461777;0.0674673;0.00201203
7.656E-7;-0.047577;0.059971;0.00201203
7.66E-7;-0.0486265;0.0549734;0.00201203
7.664E-7;-0.0479268;0.0524746;0.00201203
7.668E-7;-0.0486265;0.0624697;0.00201203
7.672E-7;-0.047577;0.0749637;0.00201203
7.676E-7;-0.0468774;0.0824601;0.00201203
7.68E-7;-0.0447784;0.10245;0.00201203
