# Data from [Minesi2022](https://doi.org/10.1088/1361-6595/ac5cd4)
# Data from Fig.16 of the paper, remote configuration, provided by the authors.
# Time [ns];Voltage [kV];Error on voltage [kV];Current [A];Error on current [A]
349;-0.0247381;-0.001731667;-0.174894;-0.00174894
349.4;-0.0202403;-0.001416821;-0.10243;-0.0010243
349.8;-0.0196156;-0.001373092;-0.0349622;-3.49622E-4
350.2;-0.02074;-0.0014518;0.00751722;7.51722E-5
350.6;-0.0214897;-0.001504279;0.0499967;4.99967E-4
351;-0.0204902;-0.001434314;0.0974737;9.74737E-4
351.4;-0.0176165;-0.001233155;0.182433;0.00182433
351.8;-0.0169918;-0.001189426;0.254897;0.00254897
352.2;-0.0168669;-0.001180683;0.262394;0.00262394
352.6;-0.018741;-0.00131187;0.26989;0.0026989
353;-0.0202403;-0.001416821;0.252399;0.00252399
353.4;-0.0194906;-0.001364342;0.267391;0.00267391
353.8;-0.0193657;-0.001355599;0.257396;0.00257396
354.2;-0.0193657;-0.001355599;0.274888;0.00274888
354.6;-0.0156175;-0.001093225;0.302374;0.00302374
355;-0.0149928;-0.001049496;0.329861;0.00329861
355.4;-0.0133686;-9.35802E-4;0.339856;0.00339856
355.8;-0.00924556;-6.471892E-4;0.329861;0.00329861
356.2;-0.0102451;-7.17157E-4;0.304873;0.00304873
356.6;-0.0107448;-7.52136E-4;0.26989;0.0026989
357;-0.00612206;-4.285442E-4;0.26989;0.0026989
357.4;2.4988E-4;1.74916E-5;0.304873;0.00304873
357.8;0.01037;7.259E-4;0.344854;0.00344854
358.2;0.0199904;0.001399328;0.392331;0.00392331
358.6;0.0239885;0.001679195;0.412321;0.00412321
359;0.0232388;0.001626716;0.422316;0.00422316
359.4;0.0191158;0.001338106;0.387333;0.00387333
359.8;0.0148679;0.001040753;0.349851;0.00349851
360.2;0.0164921;0.001154447;0.322365;0.00322365
360.6;0.0176165;0.001233155;0.31237;0.0031237
361;0.018741;0.00131187;0.309871;0.00309871
361.4;0.0181163;0.001268141;0.287382;0.00287382
361.8;0.0138683;9.70781E-4;0.242403;0.00242403
362.2;0.00774628;5.422396E-4;0.179934;0.00179934
362.6;0.00212398;1.486786E-4;0.0824809;8.24809E-4
363;-0.00337338;-2.361366E-4;0.0250088;2.50088E-4
363.4;-0.00712158;-4.985106E-4;-0.0449574;-4.49574E-4
363.8;-0.00949544;-6.646808E-4;-0.12242;-0.0012242
364.2;-0.0106199;-7.43393E-4;-0.192386;-0.00192386
364.6;-0.0112446;-7.87122E-4;-0.229868;-0.00229868
365;-0.0131187;-9.18309E-4;-0.264851;-0.00264851
365.4;-0.018741;-0.00131187;-0.309829;-0.00309829
365.8;-0.0257376;-0.001801632;-0.354807;-0.00354807
366.2;-0.0303604;-0.002125228;-0.384793;-0.00384793
366.6;-0.0294858;-0.002064006;-0.384793;-0.00384793
367;-0.0247381;-0.001731667;-0.354807;-0.00354807
367.4;-0.0204902;-0.001434314;-0.314827;-0.00314827
367.8;-0.0193657;-0.001355599;-0.249858;-0.00249858
368.2;-0.02074;-0.0014518;-0.217374;-0.00217374
368.6;-0.0233638;-0.001635466;-0.179892;-0.00179892
369;-0.0239885;-0.001679195;-0.139911;-0.00139911
369.4;-0.0239885;-0.001679195;-0.0774416;-7.74416E-4
369.8;-0.022989;-0.00160923;-0.00997431;-9.97431E-5
370.2;-0.0218645;-0.001530515;0.0624906;6.24906E-4
370.6;-0.0206151;-0.001443057;0.10497;0.0010497
371;-0.0198655;-0.001390585;0.144951;0.00144951
371.4;-0.0213647;-0.001495529;0.147449;0.00147449
371.8;-0.0262374;-0.001836618;0.152447;0.00152447
372.2;-0.0316098;-0.002212686;0.164941;0.00164941
372.6;-0.0344834;-0.002413838;0.194926;0.00194926
373;-0.0329842;-0.002308894;0.20742;0.0020742
373.4;-0.0296108;-0.002072756;0.16744;0.0016744
373.8;-0.0281115;-0.001967805;0.12496;0.0012496
374.2;-0.0309851;-0.002168957;0.107469;0.00107469
374.6;-0.035358;-0.00247506;0.10497;0.0010497
375;-0.0373571;-0.002614997;0.122462;0.00122462
375.4;-0.0339837;-0.002378859;0.129958;0.00129958
375.8;-0.0273619;-0.001915333;0.149948;0.00149948
376.2;-0.0217396;-0.001521772;0.159943;0.00159943
376.6;-0.0196156;-0.001373092;0.159943;0.00159943
377;-0.0184911;-0.001294377;0.202423;0.00202423
377.4;-0.0149928;-0.001049496;0.262394;0.00262394
377.8;-0.0074964;-5.24748E-4;0.324864;0.00324864
378.2;-2.4988E-4;-1.74916E-5;0.379837;0.00379837
378.6;0.00412302;2.886114E-4;0.41482;0.0041482
379;0.00487266;3.410862E-4;0.469793;0.00469793
379.4;0.0049976;3.49832E-4;0.502278;0.00502278
379.8;0.00787122;5.509854E-4;0.554752;0.00554752
380.2;0.012494;8.7458E-4;0.619721;0.00619721
380.6;0.0147429;0.001032003;0.644709;0.00644709
381;0.0132436;9.27052E-4;0.644709;0.00644709
381.4;0.00862086;6.034602E-4;0.634714;0.00634714
381.8;0.00524748;3.673236E-4;0.637212;0.00637212
382.2;0.00524748;3.673236E-4;0.639711;0.00639711
382.6;0.00737146;5.160022E-4;0.647207;0.00647207
383;0.00799616;5.597312E-4;0.654704;0.00654704
383.4;0.00574724;4.023068E-4;0.649706;0.00649706
383.8;0.00112446;7.87122E-5;0.614723;0.00614723
384.2;-0.00162422;-1.136954E-4;0.567246;0.00567246
384.6;-0.00162422;-1.136954E-4;0.544757;0.00544757
385;6.247E-4;4.3729E-5;0.524767;0.00524767
385.4;6.247E-4;4.3729E-5;0.512273;0.00512273
385.8;-2.4988E-4;-1.74916E-5;0.504776;0.00504776
386.2;-0.00199904;-1.399328E-4;0.492282;0.00492282
386.6;-0.00262374;-1.836618E-4;0.454801;0.00454801
387;-7.4964E-4;-5.24748E-5;0.419818;0.00419818
387.4;0.00112446;7.87122E-5;0.402326;0.00402326
387.8;0.0012494;8.7458E-5;0.389832;0.00389832
388.2;0.00149928;1.049496E-4;0.367343;0.00367343
388.6;-8.7458E-4;-6.12206E-5;0.33236;0.0033236
389;-0.00137434;-9.62038E-5;0.31237;0.0031237
389.4;4.9976E-4;3.49832E-5;0.282384;0.00282384
389.8;-0.00112446;-7.87122E-5;0.239905;0.00239905
390.2;-0.00299856;-2.098992E-4;0.184931;0.00184931
390.6;-0.0043729;-3.06103E-4;0.127459;0.00127459
391;-0.00762134;-5.334938E-4;0.102471;0.00102471
391.4;-0.00637194;-4.460358E-4;0.0899773;8.99773E-4
391.8;-0.00287362;-2.011534E-4;0.0999724;9.99724E-4
392.2;-0.00237386;-1.661702E-4;0.0899773;8.99773E-4
392.6;-0.00462278;-3.235946E-4;0.0674882;6.74882E-4
393;-0.0093705;-6.55935E-4;0.0250088;2.50088E-4
393.4;-0.0152427;-0.001066989;-0.00497673;-4.97673E-5
393.8;-0.0181163;-0.001268141;-0.0174707;-1.74707E-4
394.2;-0.0197405;-0.001381835;-0.00747552;-7.47552E-5
394.6;-0.0197405;-0.001381835;0.0200112;2.00112E-4
395;-0.0197405;-0.001381835;0.0649894;6.49894E-4
395.4;-0.0213647;-0.001495529;0.0999724;9.99724E-4
395.8;-0.0231139;-0.001617973;0.129958;0.00129958
396.2;-0.0232388;-0.001626716;0.149948;0.00149948
396.6;-0.0251129;-0.001757903;0.179934;0.00179934
397;-0.027112;-0.00189784;0.20742;0.0020742
397.4;-0.029111;-0.00203777;0.244902;0.00244902
397.8;-0.0298607;-0.002090249;0.297377;0.00297377
398.2;-0.0283614;-0.001985298;0.337357;0.00337357
398.6;-0.0247381;-0.001731667;0.369842;0.00369842
399;-0.0214897;-0.001504279;0.399827;0.00399827
399.4;-0.0202403;-0.001416821;0.412321;0.00412321
399.8;-0.0223643;-0.001565501;0.409822;0.00409822
400.2;-0.0253628;-0.001775396;0.384835;0.00384835
400.6;-0.0266122;-0.001862854;0.374839;0.00374839
401;-0.0241134;-0.001687938;0.379837;0.00379837
401.4;-0.0203652;-0.001425564;0.382336;0.00382336
401.8;-0.0172417;-0.001206919;0.369842;0.00369842
402.2;-0.0162422;-0.001136954;0.362345;0.00362345
402.6;-0.0159923;-0.001119461;0.337357;0.00337357
403;-0.0156175;-0.001093225;0.31237;0.0031237
403.4;-0.0149928;-0.001049496;0.299876;0.00299876
403.8;-0.014618;-0.00102326;0.309871;0.00309871
404.2;-0.0142432;-9.97024E-4;0.314868;0.00314868
404.6;-0.0123691;-8.65837E-4;0.319866;0.00319866
405;-0.00787122;-5.509854E-4;0.31237;0.0031237
405.4;-0.00337338;-2.361366E-4;0.317367;0.00317367
405.8;0;0;0.322365;0.00322365
406.2;0;0;0.334859;0.00334859
406.6;-0.0012494;-8.7458E-5;0.337357;0.00337357
407;-0.00162422;-1.136954E-4;0.324864;0.00324864
407.4;-3.7482E-4;-2.62374E-5;0.297377;0.00297377
407.8;0.00199904;1.399328E-4;0.259895;0.00259895
408.2;0.00424796;2.973572E-4;0.234907;0.00234907
408.6;0.0043729;3.06103E-4;0.234907;0.00234907
409;0.00399808;2.798656E-4;0.232408;0.00232408
409.4;0.00349832;2.448824E-4;0.199924;0.00199924
409.8;0.00299856;2.098992E-4;0.147449;0.00147449
410.2;0.00162422;1.136954E-4;0.117464;0.00117464
410.6;4.9976E-4;3.49832E-5;0.0949749;9.49749E-4
411;0;0;0.0899773;8.99773E-4
411.4;0.00224892;1.574244E-4;0.0974737;9.74737E-4
411.8;0.00524748;3.673236E-4;0.102471;0.00102471
412.2;0.00674676;4.722732E-4;0.0999724;9.99724E-4
412.6;0.00424796;2.973572E-4;0.0849797;8.49797E-4
413;-1.2494E-4;-8.7458E-6;0.0799821;7.99821E-4
413.4;-0.0031235;-2.18645E-4;0.0924761;9.24761E-4
413.8;-0.00212398;-1.486786E-4;0.0924761;9.24761E-4
414.2;6.247E-4;4.3729E-5;0.109968;0.00109968
414.6;0.00212398;1.486786E-4;0.119963;0.00119963
415;-0.00112446;-7.87122E-5;0.10497;0.0010497
415.4;-0.00674676;-4.722732E-4;0.0824809;8.24809E-4
415.8;-0.0111197;-7.78379E-4;0.0724858;7.24858E-4
416.2;-0.0114945;-8.04615E-4;0.0749845;7.49845E-4
416.6;-0.00962038;-6.734266E-4;0.0774833;7.74833E-4
417;-0.00849592;-5.947144E-4;0.069987;6.9987E-4
417.4;-0.0109947;-7.69629E-4;0.0425003;4.25003E-4
417.8;-0.0148679;-0.001040753;0.0150136;1.50136E-4
418.2;-0.0177415;-0.001241905;-0.0124731;-1.24731E-4
418.6;-0.0179914;-0.001259398;-0.0424586;-4.24586E-4
419;-0.0174916;-0.001224412;-0.0474562;-4.74562E-4
419.4;-0.0164921;-0.001154447;-0.0524537;-5.24537E-4
419.8;-0.0169918;-0.001189426;-0.0449574;-4.49574E-4
420.2;-0.0177415;-0.001241905;-0.0549525;-5.49525E-4
420.6;-0.0172417;-0.001206919;-0.0524537;-5.24537E-4
421;-0.0157424;-0.001101968;-0.0424586;-4.24586E-4
421.4;-0.0154926;-0.001084482;-0.037461;-3.7461E-4
421.8;-0.0162422;-0.001136954;-0.0224683;-2.24683E-4
422.2;-0.0177415;-0.001241905;0.0150136;1.50136E-4
422.6;-0.0174916;-0.001224412;0.0425003;4.25003E-4
423;-0.0151177;-0.001058239;0.0749845;7.49845E-4
423.4;-0.0139933;-9.79531E-4;0.107469;0.00107469
423.8;-0.0143681;-0.001005767;0.139953;0.00139953
424.2;-0.0153676;-0.001075732;0.16744;0.0016744
424.6;-0.0188659;-0.001320613;0.202423;0.00202423
425;-0.0181163;-0.001268141;0.224912;0.00224912
425.4;-0.0153676;-0.001075732;0.284883;0.00284883
425.8;-0.0138683;-9.70781E-4;0.317367;0.00317367
426.2;-0.0134935;-9.44545E-4;0.339856;0.00339856
426.6;-0.0152427;-0.001066989;0.329861;0.00329861
427;-0.0198655;-0.001390585;0.309871;0.00309871
427.4;-0.0213647;-0.001495529;0.297377;0.00297377
427.8;-0.0203652;-0.001425564;0.299876;0.00299876
428.2;-0.0179914;-0.001259398;0.304873;0.00304873
428.6;-0.0161173;-0.001128211;0.294878;0.00294878
429;-0.016742;-0.00117194;0.277387;0.00277387
429.4;-0.0179914;-0.001259398;0.252399;0.00252399
429.8;-0.0181163;-0.001268141;0.232408;0.00232408
430.2;-0.0176165;-0.001233155;0.20742;0.0020742
430.6;-0.0149928;-0.001049496;0.182433;0.00182433
431;-0.012494;-8.7458E-4;0.18743;0.0018743
431.4;-0.0114945;-8.04615E-4;0.177435;0.00177435
431.8;-0.0102451;-7.17157E-4;0.182433;0.00182433
432.2;-0.0081211;-5.68477E-4;0.192428;0.00192428
432.6;-0.006247;-4.3729E-4;0.204922;0.00204922
433;-0.00449784;-3.148488E-4;0.199924;0.00199924
433.4;-0.0043729;-3.06103E-4;0.202423;0.00202423
433.8;-0.00462278;-3.235946E-4;0.202423;0.00202423
434.2;-0.00474772;-3.323404E-4;0.209919;0.00209919
434.6;-0.00387314;-2.711198E-4;0.204922;0.00204922
435;-0.0031235;-2.18645E-4;0.214917;0.00214917
435.4;-0.00274868;-1.924076E-4;0.22991;0.0022991
435.8;-0.00474772;-3.323404E-4;0.219914;0.00219914
436.2;-0.00762134;-5.334938E-4;0.182433;0.00182433
436.6;-0.0102451;-7.17157E-4;0.154946;0.00154946
437;-0.01037;-7.259E-4;0.122462;0.00122462
437.4;-0.00949544;-6.646808E-4;0.114965;0.00114965
437.8;-0.00912062;-6.384434E-4;0.0949749;9.49749E-4
438.2;-0.0112446;-7.87122E-4;0.0774833;7.74833E-4
438.6;-0.0142432;-9.97024E-4;0.0649894;6.49894E-4
439;-0.0162422;-0.001136954;0.0350039;3.50039E-4
439.4;-0.0157424;-0.001101968;0.0200112;2.00112E-4
439.8;-0.014493;-0.00101451;0.0250088;2.50088E-4
440.2;-0.0133686;-9.35802E-4;0.0400015;4.00015E-4
440.6;-0.0136185;-9.53295E-4;0.0624906;6.24906E-4
441;-0.0138683;-9.70781E-4;0.057493;5.7493E-4
441.4;-0.0142432;-9.97024E-4;0.0724858;7.24858E-4
441.8;-0.0141182;-9.88274E-4;0.0849797;8.49797E-4
442.2;-0.0152427;-0.001066989;0.107469;0.00107469
442.6;-0.0161173;-0.001128211;0.12496;0.0012496
443;-0.0171168;-0.001198176;0.164941;0.00164941
443.4;-0.0168669;-0.001180683;0.179934;0.00179934
443.8;-0.0163671;-0.001145697;0.179934;0.00179934
444.2;-0.016617;-0.00116319;0.169939;0.00169939
444.6;-0.0184911;-0.001294377;0.16744;0.0016744
445;-0.020865;-0.00146055;0.177435;0.00177435
445.4;-0.0226141;-0.001582987;0.192428;0.00192428
445.8;-0.0222393;-0.001556751;0.177435;0.00177435
446.2;-0.0213647;-0.001495529;0.174936;0.00174936
446.6;-0.0204902;-0.001434314;0.149948;0.00149948
447;-0.0216146;-0.001513022;0.142452;0.00142452
447.4;-0.022989;-0.00160923;0.134956;0.00134956
447.8;-0.0234887;-0.001644209;0.137454;0.00137454
448.2;-0.0226141;-0.001582987;0.137454;0.00137454
448.6;-0.0219894;-0.001539258;0.134956;0.00134956
449;-0.0219894;-0.001539258;0.134956;0.00134956
449.4;-0.0226141;-0.001582987;0.147449;0.00147449
449.8;-0.0221144;-0.001548008;0.157445;0.00157445
450.2;-0.02074;-0.0014518;0.16744;0.0016744
450.6;-0.0183662;-0.001285634;0.179934;0.00179934
451;-0.0179914;-0.001259398;0.197425;0.00197425
451.4;-0.0186161;-0.001303127;0.209919;0.00209919
451.8;-0.0197405;-0.001381835;0.204922;0.00204922
452.2;-0.0182412;-0.001276884;0.219914;0.00219914
452.6;-0.0151177;-0.001058239;0.234907;0.00234907
453;-0.0118693;-8.30851E-4;0.2499;0.002499
453.4;-0.0106199;-7.43393E-4;0.257396;0.00257396
453.8;-0.0112446;-7.87122E-4;0.272389;0.00272389
454.2;-0.0117444;-8.22108E-4;0.274888;0.00274888
454.6;-0.0102451;-7.17157E-4;0.284883;0.00284883
455;-0.00887074;-6.209518E-4;0.282384;0.00282384
455.4;-0.0074964;-5.24748E-4;0.279885;0.00279885
455.8;-0.00837098;-5.859686E-4;0.284883;0.00284883
456.2;-0.0102451;-7.17157E-4;0.267391;0.00267391
456.6;-0.0116194;-8.13358E-4;0.272389;0.00272389
457;-0.0117444;-8.22108E-4;0.264893;0.00264893
457.4;-0.0114945;-8.04615E-4;0.247401;0.00247401
457.8;-0.0116194;-8.13358E-4;0.234907;0.00234907
458.2;-0.0141182;-9.88274E-4;0.22991;0.0022991
458.6;-0.0154926;-0.001084482;0.22991;0.0022991
459;-0.0153676;-0.001075732;0.239905;0.00239905
459.4;-0.014493;-0.00101451;0.242403;0.00242403
459.8;-0.0128688;-9.00816E-4;0.259895;0.00259895
460.2;-0.0126189;-8.83323E-4;0.267391;0.00267391
460.6;-0.0148679;-0.001040753;0.257396;0.00257396
461;-0.014618;-0.00102326;0.259895;0.00259895
461.4;-0.0134935;-9.44545E-4;0.262394;0.00262394
461.8;-0.0117444;-8.22108E-4;0.287382;0.00287382
462.2;-0.00924556;-6.471892E-4;0.307372;0.00307372
462.6;-0.00824604;-5.772228E-4;0.302374;0.00302374
463;-0.00962038;-6.734266E-4;0.302374;0.00302374
